,Timestamp,Real Energy,diff,Product Group,SKU code,Event Code_plc,Duration (sec),Καθαρές Μηχανοώρες (min),Work Center,Event Code_mes,Duration (min),Production Quantity (#),DB  955DBW    8   in die side,DB  955DBW   12  in center,DB  955DBW   16  in stem side,MW   960  diff die,MW   962  diff stem,MW   964  dif cont disk,DB   10DBW   92  disk temp,DB   10DBW    2 pressure main ,DB   10DBW   12 pressure mandrel,DB  301DBW   98  billet number,DB 2000DBW    8  m1 id,DB 2000DBW   50  m1 counter,DB 2000DBW   18  m2 id,DB 2000DBW   52   m2 counter,DB 2000DBW   38  man id,DB 2000DBW   56 man counter,DB  700DBW   46  contener counter,DB  301DBW  272  cooling water mandrel outlet,DB  301DBW  274  cooling water mandrel inlet,DB  301DBW  276  mandrel coolng flow,DB  301DBW   96  mandrell movment,DB   30DBW   80   contener position,DB   10DBW  114  cont  cooling air flow,MW    46  mikos  bigetas,DB  301DBW  166   mikos   solinas
0,2022-05-01 08:00:00,129698009.9885,960.4050000086427,{'DB3'},{'1.0'},"{'99.0', '98.0', '901.0'}",2623.0,34.21666666666667,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '0.0'}",144.20000000000002,50.0,500.97936371453136,477.20686443106905,501.6981943250215,23.773430782459158,-24.491043278876468,-1.8762539409572943,416.1440240756664,39.22427629693322,5.3853539696188015,58.69561478933792,693.2144597305818,178.72169676124963,696.536686729722,75.5292347377472,460.0,544.554743479507,2066.5538836342794,64.47305818286041,58.5713671539123,163.41193751791343,63.49211808541129,13.894239036973344,431.79535683576955,816.1705359701921,307.55825451418747
1,2022-05-01 12:00:00,518839726.098,4721.407999999821,{'DB3'},{'1.0'},"{'99.0', '98.0', '0.0', '901.0'}",14669.0,192.91666666666666,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0'}",745.0,354.0,500.97936371453136,477.20686443106905,501.6981943250215,23.773430782459158,-24.491043278876468,-1.8762539409572943,416.1440240756664,39.22427629693322,5.3853539696188015,58.69561478933792,693.2144597305818,178.72169676124963,696.536686729722,75.5292347377472,460.0,544.554743479507,2066.5538836342794,64.47305818286041,58.5713671539123,163.41193751791343,63.49211808541129,13.894239036973344,431.79535683576955,816.1705359701921,307.55825451418747
2,2022-05-01 16:00:00,518911541.519,4373.915999993682,{'DB3'},{'1.0'},"{'702.0', '98.0', '99.0', '0.0'}",14366.0,172.88333333333335,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0'}",600.4666666666667,253.0,479.4910756445368,463.10051311109015,477.40331161267983,16.38867378096767,-14.305065004564485,2.399911858217647,373.5125444643813,29.309503572890105,3.787043157994145,64.32861145213586,718.942172694935,89.65470456763308,721.2123902162622,50.942865237510624,460.0,600.9885100890862,2122.9880693801742,58.686781880567885,56.058016180312904,126.13847703591777,60.58963704473195,21.61850347845248,339.5434255674127,815.7269493499543,312.02455378222686
3,2022-05-01 20:00:00,518974887.298,2823.0710000023246,{'DB3'},{'1.0'},"{'611.0', '99.0', '98.0', '0.0', '701.0'}",11094.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '0.0'}",836.8666666666667,292.0,440.8858110396207,442.40717913985776,435.414019641043,-1.5183203521842195,6.991737216390112,-10.612326447680324,319.01239417541484,24.918997629529294,3.3154080596004065,16.150287842871656,720.0,139.0122587199458,723.0,165.0,460.0,639.0129359972909,2161.01232644768,52.12062309515747,51.342160514730786,94.9524551303759,62.90917710802574,111.9005756857433,224.6010836437521,814.0966474771419,307.93721639011176
4,2022-05-02 00:00:00,518993534.943,381.4730000011623,{'DB3'},{'1.0'},"{'611.0', '99.0', '98.0', '0.0', '701.0'}",11094.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '7.0'}",673.2333333333333,81.0,402.9936044604788,424.8737290915054,397.83551984257133,-21.878648737290916,27.033453591341424,-31.0,250.0,24.918997629529294,3.3154080596004065,26.0,720.0,152.0,723.0,165.0,460.0,652.0,2174.0,30.41571006887504,36.52836995736307,3.0,73.0,484.0,11.890783863561824,813.0,306.0
5,2022-05-02 04:00:00,518999679.93799996,383.9460000023246,{'DB3'},{'1.0'},"{'611.0', '99.0', '98.0', '0.0', '701.0'}",11094.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0'}",698.75,184.0,390.21356479612433,414.1412999596286,385.4729511505854,-23.916834880904318,28.663100524828423,-31.0,250.0,24.918997629529294,3.3154080596004065,26.0,720.0,152.0,723.0,165.0,460.0,652.0,2174.0,27.458821154622527,30.090431974162293,3.0,73.0,484.0,11.890783863561824,813.0,306.0
6,2022-05-02 08:00:00,519005041.64199996,324.13999999687076,{'DB3'},{'1.0'},{'1101.0'},43200.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '7.0'}",692.5,168.0,391.70084566596194,415.67758985200845,386.5649048625793,-23.97399577167019,29.11416490486258,-31.0,250.0,0.05433403805496829,3.3154080596004065,26.0,720.0,152.0,723.0,165.0,460.0,652.0,2174.0,25.999788583509513,28.252854122621564,3.0,73.0,484.0,11.890783863561824,813.0,306.0
7,2022-05-02 12:00:00,519010303.05499995,310.51199999824166,{'DB3'},{'1.0'},{'1101.0'},43200.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '7.0'}",692.5,168.0,391.7116350985698,415.7529957479706,386.7464244298415,-24.023965983764977,28.986084267491304,-31.0,250.0,0.0885195206803247,3.3154080596004065,26.0,720.0,152.0,723.0,165.0,460.0,652.0,2174.0,26.299381522999614,28.0,3.0,73.0,484.0,11.890783863561824,813.0,306.0
8,2022-05-02 16:00:00,519015654.075,355.0600000023842,{'DB3'},{'1.0'},{'1101.0'},43200.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '7.0'}",692.5,168.0,388.66738274257074,412.6439312567132,384.093626924454,-23.974400286430363,28.552989616899392,-31.0,250.0,0.0885195206803247,3.3154080596004065,26.0,720.0,152.0,723.0,165.0,460.0,652.0,2174.0,29.392409595417114,29.264590046544935,3.0,73.0,484.0,11.890783863561824,813.0,306.0
9,2022-05-02 20:00:00,519020946.72999996,330.0,{'DB3'},{'1.0'},{'1101.0'},43200.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '7.0'}",692.5,168.0,391.34897566100506,415.3918753283138,386.6396427946069,-24.042199264577132,28.754859043950272,-31.0,250.0,0.0885195206803247,3.3154080596004065,26.0,720.0,152.0,723.0,165.0,460.0,652.0,2174.0,30.65610225879881,30.674312729819647,3.0,73.0,484.0,11.890783863561824,813.0,306.0
10,2022-05-03 00:00:00,519026343.80149996,326.63799999654293,{'DB3'},{'1.0'},{'1101.0'},43200.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '7.0'}",692.5,168.0,390.4821795750514,414.3541238291067,385.4252912954078,-23.865547178432717,28.921293123143705,-31.0,250.0,0.0001142334932602239,3.3154080596004065,26.0,720.0,152.0,723.0,165.0,460.0,652.0,2174.0,28.441169750970985,30.06659812657071,3.0,73.0,484.0,11.890783863561824,813.0,306.0
11,2022-05-03 04:00:00,519031755.4015,355.4050000011921,{'DB3'},{'1.0'},{'1101.0'},43200.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '7.0'}",692.5,168.0,389.7721567135793,413.66470140737925,384.9235450741727,-23.900152149106123,28.744009128946367,-31.0,250.0,0.03347280334728033,3.3154080596004065,26.0,720.0,152.0,723.0,165.0,460.0,652.0,2174.0,27.06922784328642,28.84290604792697,3.0,73.0,484.0,11.890783863561824,813.0,306.0
12,2022-05-03 08:00:00,519037684.427,551.8220000006258,{'DB3'},{'1.0'},{'1101.0'},86399.0,96.63333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0'}",4426.75,17.0,392.27080368156373,416.4397001613056,387.3182465129519,-24.167852737451373,29.117847993168233,-31.76572729860518,250.0,0.3971913843818199,0.04924565898092798,24.672739349084353,723.7910617705664,165.63136920011385,727.0692665338267,170.9814972957586,461.1135781383433,642.6121074105703,2722.771230667046,26.969162159597683,28.13246038523579,2.846854540278964,72.59161210741057,461.1902457538666,11.890783863561824,813.2552424328684,306.6636303254578
13,2022-05-03 12:00:00,519054003.876,1464.289999999106,"{'PM', 'DB3'}","{'1.0', '6.0'}","{'101.0', '9998.0', '99.0', '98.0', '0.0'}",16812.0,5.4,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0'}",718.4200000000001,151.0,395.695097099017,418.9316111244306,387.02397506593144,-23.237592903380484,31.906976744186046,-6.078818029249581,257.0962598897147,2.9808798849196836,0.4547470630544234,12.5121673459602,677.1395348837209,174.63006473267802,690.2906976744187,188.64708702948934,326.90697674418607,285.46337808678976,8237.660812754735,30.1092663629825,32.375149844162074,21.29171661472069,74.29549268760489,212.76660273315753,22.781047710381202,778.3604051786142,272.27235674898105
14,2022-05-03 16:00:00,519092663.5085,2836.852000001818,{'PM'},{'6.0'},"{'99.0', '610.0', '98.0', '0.0'}",11299.0,128.21666666666667,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0'}",765.4166666666666,247.0,429.14702229901195,445.3205550456239,387.2640246207008,-16.171265050483235,58.057124345337726,53.970735921386535,342.30905458668536,15.588791101992333,2.3381026942389718,36.78872631067437,644.0,209.58112412936666,665.0,224.116786350629,224.0,36.698396414880406,12960.697424545111,57.38081097132984,55.637438583229844,29.648291128988717,93.92829760812052,9.526267480157658,226.30144160682468,660.8962259057287,141.98223638032505
15,2022-05-03 20:00:00,519141042.251,3391.6860000006855,{'PM'},{'6.0'},"{'99.0', '610.0', '98.0', '0.0', '901.0', '702.0'}",15567.0,122.31666666666666,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0'}",728.3100000000001,149.0,431.55906872273334,446.09563301801217,385.00069111485465,-14.535570817675262,61.09550343397694,52.84449915770377,346.0460023325126,17.986264092263834,2.729471729082977,32.639367629907994,641.1475962161462,114.02241803809771,650.160468230314,127.59798712798583,224.0,101.66139691589996,13025.660403438296,59.94427886484385,56.90134335449873,23.62304004146689,95.25510777072265,10.447799231134724,220.3525981599067,662.7612198177185,142.98432033173512
16,2022-05-04 00:00:00,519197248.3995,3310.392999999225,{'PM'},{'6.0'},"{'99.0', '906.0', '98.0', '0.0', '901.0', '710.0'}",16003.0,202.38333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '0.0'}",665.45,252.0,429.5888571181007,447.8064725760333,379.55155532449527,-18.219781648037433,68.2548306039338,33.980590936660604,359.0493891343904,15.641495537648384,2.491205268174335,35.846157178754005,638.0076683129712,279.6055801057101,650.052768390954,79.3364959708864,237.15029026947406,172.90078849319815,13103.12438263582,60.8698119746989,58.023914738757476,67.29130924529937,91.7187418767871,9.836409323282211,195.98561649770383,663.7042717268868,141.96178840655057
17,2022-05-04 04:00:00,519255785.038,4349.429000008851,"{'PM', 'DB3'}","{'1.0', '6.0'}","{'402.0', '99.0', '98.0', '0.0', '702.0', '710.0'}",15832.0,164.13333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0'}",742.9166666666666,303.0,452.4689770354906,447.296617954071,429.27181628392486,5.169645093945721,18.025929018789142,-22.604425887265137,398.75311064718164,36.25578288100209,6.336951983298539,33.208517745302714,899.0,670.0839248434238,892.0,249.55707724425886,631.0,51.64150313152401,13185.640292275573,65.04572025052192,59.35995824634656,42.87436325678497,96.1765344467641,15.33427974947808,373.21123173277664,809.4182881002088,306.8979540709812
18,2022-05-04 08:00:00,519321595.674,3257.248999990523,{'DB3'},"{'1.0', '2.0'}","{'902.0', '99.0', '98.0', '0.0', '701.0'}",10839.0,121.98333333333333,"{'S_DAN2', 'S_SCH4B', 'S_DAN1'}","{'99.0', '70.0', '7.0'}",720.2666666666667,261.0,449.58899565316864,441.898478609014,429.6678105696637,7.693433996797071,12.224948524365134,2.9944520704644244,370.57652711050105,30.368851521390987,4.83098833218943,23.42610386639213,899.0,713.0539922214596,892.0,292.6000343170899,631.0,137.6545412948982,13271.65322580645,63.12319835277968,58.00726378403112,35.22786547700755,83.5092656142759,17.620510180736673,360.47071608327616,811.8325897963853,307.26412720201324
