"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","data_augmentation","fake_data_length","method","model_name","parameters.batch_sizes","parameters.data_augmentations","parameters.fake_data_lengths","parameters.model_names","parameters.pinball_loss_usages","parameters.scaler_names","parameters.seeds","parameters.testing_stages","pinball_loss_usage","scaler_name","seed","testing_stage","Coverage_0.90","Coverage_Error_0.90","Pinball_0.05","Pinball_0.50","Pinball_0.95","Sharpness_0.90","epoch/epoch","epoch/learning_rate","epoch/loss","epoch/mae","epoch/mape","epoch/mse","epoch/val_loss","epoch/val_mae","epoch/val_mape","epoch/val_mse","val_MAE","val_MASE","val_MSE","val_R2","val_RMSE","val_SMAPE"
"XGBoost-standard-bs0-augFalse--seed42--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T17:09:13.000Z","7","jptf3weg","0","false","0","","XGBoost","","","","","","","","","true","standard","42","true","0.8869047619047619","-0.01309523809523816","1.7128011945989872","5.189853378394175","1.5700002356831526","53.878719329833984","","","","","","","","","","","10.37970675678835","0.48211132723201705","183.13716579716484","0.946498196913072","13.53281810256699","14.90817544636476"
"BiLSTM-standard-bs16-augFalse--seed1234--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T16:54:50.000Z","851","k3lvsqoj","16","false","0","","BiLSTM","","","","","","","","","true","standard","1234","true","0.8816568047337278","-0.01834319526627226","2.6962491652944824","49.175435083229424","2.400530834124597","65.29249572753906","14","0.004000000189989805","0.02777625061571598","0.44774171710014343","117.65402221679688","0.30175888538360596","0.029076460748910904","0.5041010975837708","80.34860229492188","0.34772351384162903","15.534451896115344","0.7225418481381918","408.24729545003544","0.8807214707983435","20.20513042397983","29.00104624787637"
"BiLSTM-standard-bs16-augFalse--seed2021--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T16:40:12.000Z","878","k3lvsqoj","16","false","0","","BiLSTM","","","","","","","","","true","standard","2021","true","0.8520710059171598","-0.04792899408284024","2.3422541010408446","49.14471950363257","2.8757483852850902","73.61226654052734","14","0.004000000189989805","0.025507843121886253","0.42215731739997864","112.02737426757812","0.2593390643596649","0.03205956518650055","0.4671487808227539","80.80561065673828","0.3164850175380707","16.169731889316846","0.7520901311057946","486.3828158444408","0.8578924403187249","22.05408841563035","23.297095957288363"
"BiLSTM-standard-bs16-augFalse--seed777--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T16:26:46.000Z","803","k3lvsqoj","16","false","0","","BiLSTM","","","","","","","","","true","standard","777","true","0.8461538461538461","-0.05384615384615388","3.3358185184303912","49.216712005452955","1.8638053607074392","55.080135345458984","29","0.004000000189989805","0.021965688094496727","0.3697172999382019","102.40699005126952","0.20406317710876465","0.027812840417027473","0.46701279282569885","77.75643157958984","0.2997196316719055","19.087845115112305","0.8878180561940308","540.4218818291861","0.8421037250426415","23.246975756626625","45.31851287729559"
"BiLSTM-standard-bs16-augFalse--seed4242--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T16:14:22.000Z","741","k3lvsqoj","16","false","0","","BiLSTM","","","","","","","","","true","standard","4242","true","0.863905325443787","-0.03609467455621307","3.8379757363161824","49.09299992199039","3.1502141232530687","82.17205047607422","14","0.004000000189989805","0.027380798012018204","0.4390306770801544","116.16373443603516","0.286825031042099","0.032962068915367126","0.38546937704086304","73.01040649414062","0.2562037706375122","17.365431040635652","0.8077047533910651","550.1206174442117","0.8392700236754329","23.454650230694376","22.773161173671244"
"BiLSTM-standard-bs16-augFalse--seed42--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T15:59:07.000Z","913","k3lvsqoj","16","false","0","","BiLSTM","","","","","","","","","true","standard","42","true","0.8757396449704142","-0.02426035502958579","2.287560100823685","49.102028538302115","2.3935254075812455","67.9612045288086","14","0.004000000189989805","0.027745721861720085","0.4598172903060913","122.24395751953124","0.3105638027191162","0.048294827342033386","0.31151148676872253","59.77823638916016","0.1768346130847931","18.4893250505732","0.8599795591249441","622.6875232888522","0.8180679878154717","24.953707606062313","24.63096823913021"
"LSTM-standard-bs16-augFalse--seed1234--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T15:49:56.000Z","548","k3lvsqoj","16","false","0","","LSTM","","","","","","","","","true","standard","1234","true","0.8224852071005917","-0.07751479289940832","3.839568645922611","49.12747316521499","2.53962362935359","60.9099006652832","14","0.0010000000474974513","0.030682535842061043","0.502819299697876","143.66929626464844","0.40505775809288025","0.035616323351860046","0.6698698401451111","118.06340789794922","0.622247576713562","22.94054828330698","1.0670158345315703","978.4013400164064","0.7141382830780572","31.279407603348343","37.451466346723414"
"LSTM-standard-bs16-augFalse--seed2021--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T15:41:11.000Z","524","k3lvsqoj","16","false","0","","LSTM","","","","","","","","","true","standard","2021","true","0.8994082840236687","-0.0005917159763313418","2.2878434093933575","49.09974007380123","2.8843297407681354","78.70222473144531","14","0.0010000000474974513","0.031427837908267975","0.5194572806358337","144.5229949951172","0.4396040439605713","0.03860694542527199","0.7396432161331177","126.16080474853516","0.7274092435836792","21.17452829606699","0.9848743239097206","963.4361797931748","0.7185106875510039","31.03926835144757","27.006320725240577"
"LSTM-standard-bs16-augFalse--seed777--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T15:31:35.000Z","573","k3lvsqoj","16","false","0","","LSTM","","","","","","","","","true","standard","777","true","0.8165680473372781","-0.08343195266272196","3.0479997865205424","49.15469271942598","2.016236122974235","56.54541778564453","28","0.0010000000474974513","0.0264847781509161","0.4409955143928528","124.99007415771484","0.30356407165527344","0.03700995445251465","0.43123990297317505","78.4483413696289","0.2905939519405365","21.733005819610767","1.010850353492449","921.0720514275744","0.7308883100819472","30.349168875400434","30.46865790568383"
"LSTM-standard-bs16-augFalse--seed4242--fake_data_length0---pinball_loss_usageTrue---testing_stageTrue","finished","-","","","2025-10-28T15:20:40.000Z","651","k3lvsqoj","16","false","0","","LSTM","","","","","","","","","true","standard","4242","true","0.8461538461538461","-0.05384615384615388","2.9094054503741087","49.15463270958976","2.598238519115166","65.73085021972656","14","0.0010000000474974513","0.03189760074019432","0.5197088122367859","147.222900390625","0.4295447766780853","0.03071858361363411","0.5111285448074341","96.28229522705078","0.4364617466926574","22.86731634736502","1.0636096545973124","957.4035749514998","0.7202732472563331","30.941938771697867","31.734673777661467"
