MD 210,DB 70DBD 4 ΘΕΡΜ ΚΟΛΕΚΤΕΡ ΨΥΓΕΙΩΝ (ΝΕΡΟ ΑΠΟ ΔΕΞΑΜΕΝΗ),DB 30DBW 20 ramposition,DB 20DBW 174 EXTRACTION STEP,DB 10DBW 14 BACKWARD PRESS,DB 20DBD 292,Setpoint position exhaust damper,DB 400DBD 34 z2 energy,T 174,MD 284 C ana kw,MD 70 sinolo ypog-mpanioy,is_low_usage,is_low_usage_next,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,Energy
0.0,34.42266666666667,1260.0,0.0,0.0,8738.133333333333,100.0,52269.33,1080.6666666666667,442.47,2771.476666666667,0,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,42.70899999886751
0.0,34.477999999999994,970.3333333333334,0.0,1.8666666666666667,174762.66666666666,100.0,82679.11,1034.0,114.86,2771.2580000000003,0,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,85.34450000151992
0.0,34.432,1023.5333333333332,0.3333333333333333,14.933333333333334,139810.13333333333,97.33333333333331,83784.95,1053.3333333333333,123.93,2768.7973333333334,0,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,142.68149999901652
0.0,34.29600000000001,840.0666666666667,0.5333333333333333,1.0666666666666669,209715.2,98.0,80200.79,1056.6666666666667,125.13,2765.373333333333,0,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,146.48699999973178
0.0,34.263333333333335,875.4,0.3333333333333333,6.8,170393.6,78.0,41803.38,1030.0,86.88,2763.504,0,0.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,121.68699999898672
0.0,33.98266666666667,558.5333333333333,0.0,0.8666666666666667,0.0,77.0,0.0,1010.0,80.55,2764.6873333333333,0,0.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,95.53400000184774
0.0,31.570666666666668,996.2,0.0,0.0,0.0,75.0,0.0,1010.0,80.55,2764.1273333333334,0,0.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,32.109000001102686
0.0,29.794666666666668,1079.1333333333334,0.0,0.4666666666666667,117964.8,93.33333333333331,65102.83,1014.6666666666666,200.18,2727.7653333333337,0,0.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,42.98999999836087
0.0,26.662666666666667,591.6666666666666,0.2666666666666666,0.6666666666666666,279620.26666666666,100.0,75191.26,1017.3333333333334,128.65,2746.4166666666665,0,0.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,140.8530000001192
0.0,23.628,687.0,0.6,0.8666666666666667,375739.7333333333,100.0,61576.05,1058.0,140.24,2756.8806666666665,0,0.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,169.66699999943376
0.0,23.35333333333333,778.8,0.4666666666666667,1.3333333333333333,340787.2,99.0,68769.83,1027.3333333333333,131.56,2755.702,0,0.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,159.0460000000894
353.3333333333333,23.830666666666666,299.2,0.8666666666666667,2.466666666666667,332049.06666666665,98.66666666666669,71911.68,1028.0,122.67,2746.9773333333333,0,0.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,144.26000000163913
533.3333333333334,24.23,651.7333333333333,0.8666666666666667,5.4,288358.4,100.0,79367.97,1037.3333333333333,230.28,2743.092,0,0.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,160.90699999779463
0.0,24.37333333333333,367.6666666666667,0.0666666666666666,0.0,179131.73333333334,92.0,86847.84,1031.3333333333333,335.36,2740.448,0,0.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,164.6740000024438
413.3333333333333,24.278,757.5333333333333,0.0,0.6,152917.33333333334,92.0,36575.45,1022.0,237.67,2735.233333333333,0,0.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,138.93599999696016
