"Name","State","Notes","User","val_MSE","Tags","Created","Runtime","Sweep","batch_size","data_augmentation","fake_data_length","method","model_name","parameters.batch_sizes","parameters.data_augmentations","parameters.fake_data_lengths","parameters.model_names","parameters.pinball_loss_usages","parameters.scaler_names","parameters.seeds","parameters.testing_stages","pinball_loss_usage","scaler_name","seed","testing_stage","epoch/epoch","epoch/learning_rate","epoch/loss","epoch/mae","epoch/mape","epoch/val_loss","epoch/val_mae","epoch/val_mape","val_MAE","val_MASE","val_R2","val_RMSE","val_SMAPE"
"BiLSTM-standard-bs64-augTrue--seed2021--fake_data_length0.5---pinball_loss_usageFalse---testing_stageTrue","finished","-","","1.3676204527379396","","2025-10-20T08:08:29.000Z","1605","iguqjlxd","64","true","0.5","","BiLSTM","","","","","","","","","false","standard","2021","true","23","0.004000000189989805","0.01525404304265976","0.08730638027191162","78.68338775634766","0.013913103379309176","0.09447374939918518","16.444263458251953","0.938263936476274","2.1359755722799507","0.7625843128001377","1.169453057090339","9.81621072134301"
"BiLSTM-standard-bs64-augTrue--seed1234--fake_data_length0.5---pinball_loss_usageFalse---testing_stageTrue","finished","-","","7.36012399324211","","2025-10-20T07:48:06.000Z","1217","iguqjlxd","64","true","0.5","","BiLSTM","","","","","","","","","false","standard","1234","true","17","0.004000000189989805","0.01644907519221306","0.09053552150726318","79.11805725097656","0.014413063414394855","0.09552260488271712","18.42656135559082","1.9653588947943648","4.474176643524911","-0.2777001778772059","2.712954845411569","18.10606129759504"
"BiLSTM-standard-bs64-augTrue--seed4242--fake_data_length0.5---pinball_loss_usageFalse---testing_stageTrue","finished","-","","1.3513926927432025","","2025-10-20T07:27:39.000Z","1222","iguqjlxd","64","true","0.5","","BiLSTM","","","","","","","","","false","standard","4242","true","17","0.004000000189989805","0.01718573085963726","0.09402835369110107","76.01795196533203","0.011858562007546425","0.08545157313346863","12.829835891723633","0.9158885262229226","2.08503752823619","0.7654014136874138","1.1624941689071833","9.710248207447147"
"BiLSTM-standard-bs64-augTrue--seed42--fake_data_length0.5---pinball_loss_usageFalse---testing_stageTrue","finished","-","","1.937844958410348","","2025-10-20T06:47:19.000Z","2416","iguqjlxd","64","true","0.5","","BiLSTM","","","","","","","","","false","standard","42","true","35","0.004000000189989805","0.013756977394223211","0.08377684652805328","71.74817657470703","0.010405220091342926","0.08028366416692734","13.18168830871582","1.003085338000803","2.283542717125494","0.6635946825987256","1.3920649979115012","10.015360636686443"
"LSTM-standard-bs64-augTrue--seed777--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","5.126607298077586","","2025-10-20T06:22:18.000Z","1499","iguqjlxd","64","true","0.25","","LSTM","","","","","","","","","false","standard","777","true","43","0.0010000000474974513","0.0267645176500082","0.1122586727142334","91.55223846435548","0.00673553254455328","0.06134927645325661","11.146994590759276","1.293994006273933","2.945801794810519","0.11003305614489478","2.264201249464717","11.122897928121851"
"LSTM-standard-bs64-augTrue--seed2021--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","7.953103493177968","","2025-10-20T05:58:22.000Z","1433","iguqjlxd","64","true","0.25","","LSTM","","","","","","","","","false","standard","2021","true","41","0.0010000000474974513","0.03066268004477024","0.11745081096887589","88.30001831054688","0.011106482706964016","0.08439937233924866","14.073469161987305","1.6152836967257278","3.6772238432884254","-0.3806400214506618","2.820124730074535","13.970661355668112"
"LSTM-standard-bs64-augTrue--seed1234--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","9.091568740837214","","2025-10-20T05:36:06.000Z","1334","iguqjlxd","64","true","0.25","","LSTM","","","","","","","","","false","standard","1234","true","38","0.0010000000474974513","0.030972642824053764","0.12023574858903883","95.39960479736328","0.011839890852570534","0.08602668344974518","16.759557723999023","1.9657771397910144","4.475128786159133","-0.5782749051532776","3.015222834358551","17.133986162136026"
"LSTM-standard-bs64-augTrue--seed4242--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","17.463493819367812","","2025-10-20T05:12:07.000Z","1436","iguqjlxd","64","true","0.25","","LSTM","","","","","","","","","false","standard","4242","true","41","0.0010000000474974513","0.02835780195891857","0.1151248887181282","94.54698181152344","0.013169756159186363","0.09370386600494383","15.867440223693848","2.360907152664563","5.374649723244519","-2.0316213666850045","4.178934531596279","18.21776948768156"
"LSTM-standard-bs64-augTrue--seed42--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","4.308447580809307","","2025-10-20T04:54:10.000Z","1073","iguqjlxd","64","true","0.25","","LSTM","","","","","","","","","false","standard","42","true","30","0.0010000000474974513","0.03169776126742363","0.11999501287937164","94.66780853271484","0.012923388741910458","0.09452445060014723","17.613304138183594","1.4883867653024023","3.388340582214305","0.2520636547116407","2.0756800285230157","13.740867404643677"
"BiLSTM-standard-bs64-augTrue--seed777--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","0.7628276626561747","","2025-10-20T04:35:37.000Z","1111","iguqjlxd","64","true","0.25","","BiLSTM","","","","","","","","","false","standard","777","true","19","0.004000000189989805","0.01657881587743759","0.09220107644796371","81.21268463134766","0.011011380702257156","0.08029889315366745","13.544085502624512","0.6458636197176847","1.4703207286451716","0.8675749156997407","0.873400058768131","6.969853679632807"
"BiLSTM-standard-bs64-augTrue--seed2021--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","8.885285255279207","","2025-10-20T04:08:32.000Z","1622","iguqjlxd","64","true","0.25","","BiLSTM","","","","","","","","","false","standard","2021","true","28","0.004000000189989805","0.01636757329106331","0.09120649844408037","80.591796875","0.011549652554094791","0.07818181812763214","15.325910568237305","1.506695935927753","3.4300217549462846","-0.5424645782576167","2.9808195610065376","13.214030348326988"
"BiLSTM-standard-bs64-augTrue--seed1234--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","2.22119777623041","","2025-10-20T03:50:41.000Z","1067","iguqjlxd","64","true","0.25","","BiLSTM","","","","","","","","","false","standard","1234","true","18","0.004000000189989805","0.0177894439548254","0.09373866766691208","86.66004943847656","0.011863768100738524","0.0883585512638092","13.814061164855955","1.0886664235963233","2.478369674844607","0.614405301269944","1.4903683357581137","10.966147295907728"
"BiLSTM-standard-bs64-augTrue--seed4242--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","2.850512987041815","","2025-10-20T03:33:46.000Z","1012","iguqjlxd","64","true","0.25","","BiLSTM","","","","","","","","","false","standard","4242","true","17","0.004000000189989805","0.01922479458153248","0.09781051427125932","83.78019714355469","0.009787293151021004","0.07951485365629196","12.6743745803833","1.2841551247782867","2.9234033952597662","0.5051576639294797","1.688346228426449","12.604146487646716"
"BiLSTM-standard-bs64-augTrue--seed42--fake_data_length0.25---pinball_loss_usageFalse---testing_stageTrue","finished","-","","5.472367265198973","","2025-10-20T03:03:55.000Z","1786","iguqjlxd","64","true","0.25","","BiLSTM","","","","","","","","","false","standard","42","true","31","0.004000000189989805","0.01505501475185156","0.08786914497613907","77.99710845947266","0.010684441775083542","0.08356978744268417","13.536229133605955","1.308882376530787","2.979695450895322","0.05000994078713139","2.3393091427169206","12.079866913385452"
"LSTM-standard-bs64-augTrue--seed777--fake_data_length0.1---pinball_loss_usageFalse---testing_stageTrue","finished","-","","7.427047216706898","","2025-10-20T02:42:37.000Z","1272","iguqjlxd","64","true","0.1","","LSTM","","","","","","","","","false","standard","777","true","41","0.0010000000474974513","0.027716316282749176","0.1149967685341835","93.4429168701172","0.008864253759384155","0.07407031208276749","12.019909858703612","1.4639781411104875","3.332773888238308","-0.28931789173686195","2.725260944699956","12.437275260161158"
"LSTM-standard-bs64-augTrue--seed2021--fake_data_length0.1---pinball_loss_usageFalse---testing_stageTrue","finished","-","","1.4552713693371295","","2025-10-20T02:21:19.000Z","1272","iguqjlxd","64","true","0.1","","LSTM","","","","","","","","","false","standard","2021","true","41","0.0010000000474974513","0.030770663172006607","0.11758869141340256","101.12083435058594","0.012464906089007854","0.08983045816421509","13.537763595581056","0.7383415491355125","1.6808484815857268","0.7473683202662194","1.2063462891463337","7.587028304119868"
"LSTM-standard-bs64-augTrue--seed1234--fake_data_length0.1---pinball_loss_usageFalse---testing_stageTrue","finished","-","","9.774436619865275","","2025-10-20T02:06:18.000Z","898","iguqjlxd","64","true","0.1","","LSTM","","","","","","","","","false","standard","1234","true","30","0.0010000000474974513","0.030807198956608772","0.11913353949785233","94.38772583007812","0.013813441619277","0.09535470604896544","14.092737197875977","1.8076891732382607","4.1152385445110875","-0.6968191594758806","3.126409541289381","15.513237229926954"
